Date,Open,High,Low,Close,Volume
2010-12-01,135.71,136.14,134.96,135.38,16831063
2010-12-02,135.62,136.59,135.15,135.2,17583716
2010-12-03,136.62,138.11,136.48,138.07,16520222
2010-12-06,138.14,139.46,137.73,139.11,15640795
2010-12-07,139.46,139.54,136.46,136.5,26499129
2010-12-08,135.91,136.29,133.88,134.79,23483256
2010-12-09,135.69,136.16,134.88,135.37,14157550
2010-12-10,134.94,135.48,133.95,135.41,11938169
2010-12-13,136.26,136.64,135.86,136.05,13352306
2010-12-14,136.27,137.21,135.86,136.18,17433259
2010-12-15,135.34,135.93,134.68,134.7,15089497
2010-12-16,134.21,134.23,132.86,133.81,23469056
2010-12-17,133.97,134.63,133.22,134.2,17214696
2010-12-20,135.13,135.44,134.33,135.11,13142257
2010-12-21,135.17,135.78,134.79,135.32,10242705
2010-12-22,135.6,135.7,134.97,135.05,7303863
2010-12-23,,,,134.66,0
2010-12-27,134.96,135.06,134.49,135.02,3438495
2010-12-28,136.85,137.34,136.62,137.22,10119296
2010-12-29,137.38,138.05,137.19,137.71,8444182
2010-12-30,137.58,137.71,136.94,137.03,5752073
2010-12-31,137.78,138.77,137.72,138.72,9222315
2011-01-03,138.67,139.0,137.88,138.0,11510130
2011-01-04,136.24,136.28,134.16,134.75,26154219
2011-01-05,133.5,134.68,133.1,134.37,16700803
2011-01-06,134.05,134.38,133.14,133.83,15969284
2011-01-07,133.38,134.61,133.18,133.58,16761763
2011-01-10,133.85,134.2,133.24,134.12,8429805
2011-01-11,134.79,135.16,133.96,134.91,10271745
2011-01-12,134.79,135.58,134.35,135.46,10789629
2011-01-13,135.66,135.68,133.63,134.05,14302771
2011-01-14,,,,132.69,0
2011-01-18,133.62,134.0,133.17,133.43,11599761
2011-01-19,134.34,134.4,133.4,133.72,11795120
2011-01-20,131.76,132.1,131.04,131.2,24362816
2011-01-21,130.76,131.43,130.53,131.03,19490781
2011-01-24,131.01,131.63,130.14,130.36,15127193
2011-01-25,129.65,130.27,129.07,130.1,22224453
2011-01-26,129.83,131.17,129.28,131.16,20548378
2011-01-27,130.29,130.49,127.8,127.92,33046905
2011-01-28,127.97,131.48,127.95,130.28,28096040
2011-01-31,129.27,130.51,129.25,129.87,14670003
2011-02-01,130.52,131.08,129.33,130.8,15365935
2011-02-02,130.41,130.6,129.46,130.46,1969616
2011-02-03,130.03,132.32,129.29,132.2,3435869
2011-02-04,131.89,132.66,131.24,131.61,3519741
2011-02-07,131.7,131.95,131.23,131.64,1621831
2011-02-08,133.0,133.5,132.81,133.13,4447171
2011-02-09,133.18,133.39,132.49,133.07,2257343
2011-02-10,132.1,133.3,132.0,132.85,1975765
2011-02-11,133.04,133.43,132.1,132.35,2051447
2011-02-14,132.95,133.38,132.7,132.95,3401329
2011-02-15,133.87,134.17,133.63,133.97,2371875
2011-02-16,134.27,134.85,133.46,134.1,2696012
2011-02-17,134.79,135.15,134.47,135.04,3113664
2011-02-18,,,,135.41,0
2011-02-22,136.91,137.22,136.19,136.29,3786901
2011-02-23,136.97,138.2,136.92,137.51,3583490
2011-02-24,138.06,138.14,135.75,136.45,4395387
2011-02-25,137.19,137.74,136.78,137.4,2108679
2011-02-28,137.58,138.13,137.05,137.72,1927910
2011-03-01,138.56,140.03,138.49,139.9,4246735
2011-03-02,140.16,140.53,139.49,139.93,3309921
2011-03-03,138.81,139.13,137.58,138.09,4477124
2011-03-04,138.61,139.75,138.61,139.35,3807636
2011-03-07,140.33,140.61,139.28,139.73,2571872
2011-03-08,139.62,139.66,138.84,139.36,1777367
2011-03-09,139.92,139.94,138.94,139.41,2200064
2011-03-10,138.46,138.5,136.85,137.77,3417736
2011-03-11,137.3,138.93,137.18,138.19,2538910
2011-03-14,139.33,139.55,138.61,138.86,3123529
2011-03-15,135.33,136.93,135.23,136.27,6309611
2011-03-16,136.54,137.2,135.8,136.24,3522530
2011-03-17,136.53,137.08,136.25,136.97,1838924
2011-03-18,138.1,138.82,137.77,138.37,4715861
2011-03-21,139.5,139.91,138.97,139.11,2675850
2011-03-22,138.9,139.36,138.67,139.05,2394718
2011-03-23,139.63,140.55,139.55,140.34,2663446
2011-03-24,140.34,141.28,138.84,139.22,4466342
2011-03-25,139.98,140.24,138.67,139.26,3122558
2011-03-28,137.84,138.83,137.78,138.56,1651525
2011-03-29,138.2,138.82,137.95,138.24,1582297
2011-03-30,139.12,139.16,137.69,138.67,3279744
2011-03-31,140.06,140.4,139.79,139.82,4710789
2011-04-01,138.63,139.55,137.72,139.2,4158264
2011-04-04,140.04,140.26,139.46,139.84,1454168
2011-04-05,139.64,142.09,139.52,142.05,3948062
2011-04-06,142.42,142.62,141.78,142.38,2172197
2011-04-07,142.25,142.89,141.8,142.51,1864778
2011-04-08,143.44,143.84,142.97,143.66,2713661
2011-04-11,143.29,143.49,142.28,142.62,2478110
2011-04-12,142.72,142.81,140.76,141.65,3728399
2011-04-13,142.36,142.53,141.48,141.9,3897887
2011-04-14,142.35,143.83,142.23,143.82,4317721
2011-04-15,143.88,145.12,143.57,145.06,3387456
2011-04-18,145.22,146.06,144.63,145.93,3880419
2011-04-19,145.7,146.23,145.18,145.93,2323851
2011-04-20,146.35,146.83,145.74,146.5,2933201
2011-04-21,,,,146.74,0
2011-04-25,147.58,147.58,146.42,146.87,3325882
2011-04-26,146.46,146.62,145.48,146.39,3536265
2011-04-27,147.43,149.21,146.53,149.21,4589903
2011-04-28,149.32,150.0,148.61,149.81,4989986
2011-04-29,149.91,153.03,149.76,152.36,4869972
2011-05-02,151.48,153.61,150.36,150.43,5955980
2011-05-03,150.42,150.97,148.85,149.88,6132019
2011-05-04,149.83,150.33,146.77,147.79,7883814
2011-05-05,146.77,147.58,142.56,143.47,12378312
2011-05-06,145.2,146.08,144.41,145.3,6235811
2011-05-09,146.69,147.58,146.35,147.38,2983097
2011-05-10,147.21,148.19,146.93,147.9,2061213
2011-05-11,147.24,147.35,145.77,146.54,4913887
2011-05-12,145.84,147.1,144.96,146.59,4857122
2011-05-13,146.77,147.28,144.5,145.63,4060321
2011-05-16,145.84,146.67,145.2,145.36,2333547
2011-05-17,144.21,144.78,143.43,144.74,4431022
2011-05-18,145.53,146.22,145.14,145.6,2756093
2011-05-19,145.14,145.85,144.86,145.65,1872209
2011-05-20,145.77,147.78,144.91,147.48,5653616
2011-05-23,147.04,147.95,146.99,147.82,4048347
2011-05-24,148.49,148.99,148.18,148.56,3319877
2011-05-25,148.75,149.36,148.52,148.58,2736352
2011-05-26,148.4,148.61,147.6,148.22,2983372
2011-05-27,,,,149.7,0
2011-05-31,149.88,150.16,149.41,149.64,3504089
2011-06-01,149.66,151.13,149.43,149.88,4810687
2011-06-02,150.16,150.38,148.09,149.5,3305149
2011-06-03,150.25,150.66,149.62,150.26,3212815
2011-06-06,150.82,151.43,150.21,150.48,3090906
2011-06-07,150.69,150.85,149.69,150.43,2859221
2011-06-08,150.0,150.38,149.31,149.81,2307492
2011-06-09,150.03,151.02,149.75,150.58,2220286
2011-06-10,149.02,149.77,148.69,149.24,3987370
2011-06-13,148.63,149.04,147.19,147.77,3287811
2011-06-14,147.67,148.73,147.48,148.73,2802744
2011-06-15,148.18,149.55,147.92,149.14,3892509
2011-06-16,148.84,149.41,148.22,149.01,3085401
2011-06-17,148.91,150.29,148.83,149.94,4777309
2011-06-20,150.08,150.79,149.59,150.03,2972172
2011-06-21,150.26,150.86,150.19,150.76,3351966
2011-06-22,151.0,151.85,150.56,150.99,3724934
2011-06-23,148.7,148.84,147.28,148.32,6957536
2011-06-24,147.87,148.02,146.0,146.26,4744474
2011-06-27,145.98,146.39,145.2,145.73,3291203
2011-06-28,146.16,146.77,145.68,146.24,2164785
2011-06-29,146.77,147.42,146.45,147.18,2888522
2011-06-30,147.18,147.4,145.98,145.98,3796620
2011-07-01,,,,144.94,0
2011-07-05,146.96,147.81,146.86,147.63,3365966
2011-07-06,148.71,149.43,148.58,148.9,3458476
2011-07-07,148.95,149.35,148.3,149.15,2101582
2011-07-08,150.34,150.49,149.99,150.25,3692224
2011-07-11,151.36,151.68,150.2,151.61,4253764
2011-07-12,151.25,153.31,150.77,152.79,6589519
2011-07-13,153.78,154.7,153.58,154.14,6196145
2011-07-14,154.83,155.24,153.95,154.54,4040451
2011-07-15,154.3,155.29,154.23,155.2,3631850
2011-07-18,155.75,156.58,155.67,156.57,4416968
2011-07-19,156.31,156.31,154.11,154.67,5254654
2011-07-20,154.21,156.02,154.12,156.02,3194831
2011-07-21,155.93,156.03,154.33,154.83,4397280
2011-07-22,155.98,156.56,155.69,156.08,2820760
2011-07-25,157.64,157.8,156.74,157.34,3383157
2011-07-26,156.98,157.79,156.61,157.77,2688912
2011-07-27,158.53,158.62,156.71,157.19,3974032
2011-07-28,157.54,157.6,156.12,157.32,2205766
2011-07-29,158.43,159.25,157.69,158.41,4596866
2011-08-01,157.42,158.97,156.8,157.7,3450641
2011-08-02,159.36,161.61,158.97,161.52,6408161
2011-08-03,162.33,162.86,161.34,161.41,6168064
2011-08-04,163.64,163.87,159.69,160.64,9487549
2011-08-05,161.62,162.36,160.49,161.78,6762529
2011-08-08,165.71,167.61,164.76,167.12,10617544
2011-08-09,169.98,173.13,167.49,168.61,12582944
2011-08-10,172.42,175.11,171.63,174.58,9348948
2011-08-11,172.27,172.32,168.65,170.67,10973128
2011-08-12,169.48,170.05,167.77,169.97,6079277
2011-08-15,169.32,171.9,168.95,171.8,4091911
2011-08-16,172.66,174.07,172.5,173.92,3486770
2011-08-17,173.89,174.67,173.25,174.42,3603046
2011-08-18,177.18,178.1,176.42,177.73,4998315
2011-08-19,181.67,181.67,178.91,179.99,7806156
2011-08-22,181.93,184.82,181.61,184.59,6160705
2011-08-23,182.29,183.81,177.55,177.6,13691402
2011-08-24,177.97,178.3,170.36,171.63,15515268
2011-08-25,167.28,172.8,165.89,172.23,11649088
2011-08-26,173.58,177.55,171.76,177.49,9551132
2011-08-29,176.01,176.01,172.88,173.89,5197312
2011-08-30,177.65,179.31,176.67,179.05,5327692
2011-08-31,177.75,179.16,176.33,177.65,3227649
2011-09-01,177.46,178.25,176.55,177.87,2666260
2011-09-02,182.79,183.51,182.11,183.23,5155257
2011-09-06,184.68,185.85,181.31,182.92,7548104
2011-09-07,176.12,178.08,174.5,177.08,9077760
2011-09-08,181.37,182.12,179.77,181.78,4732899
2011-09-09,179.75,181.95,179.19,180.7,5765550
2011-09-12,178.73,178.99,175.33,176.67,4103735
2011-09-13,177.55,179.53,176.29,178.54,4256923
2011-09-14,177.56,177.76,176.06,177.21,3832508
2011-09-15,174.61,174.85,172.58,174.39,5606604
2011-09-16,173.8,177.37,173.72,176.03,3733443
2011-09-19,176.83,176.83,172.2,173.27,3962264
2011-09-20,173.24,176.37,172.85,175.78,2654434
2011-09-21,174.79,176.73,173.14,173.59,3408544
2011-09-22,169.27,170.31,167.48,169.05,7245551
2011-09-23,164.65,165.72,158.55,159.8,11508061
2011-09-26,157.04,158.79,154.2,157.58,8962636
2011-09-27,161.52,162.29,159.91,160.63,4928413
2011-09-28,160.79,161.29,155.57,156.2,4037151
2011-09-29,158.08,158.2,156.15,157.7,2926099
2011-09-30,157.34,160.0,156.34,158.08,4074093
2011-10-03,161.0,161.56,159.96,160.99,3214072
2011-10-04,160.9,161.03,155.27,157.63,5041038
2011-10-05,157.94,160.3,156.45,159.49,3324185
2011-10-06,160.03,161.11,158.78,160.49,2687098
2011-10-07,161.07,161.55,158.24,159.18,2764379
2011-10-10,162.05,163.31,161.15,163.24,1900328
2011-10-11,162.23,162.49,161.24,162.1,2110325
2011-10-12,163.78,163.96,162.69,163.26,2497482
2011-10-13,162.3,162.47,160.83,162.3,1649886
2011-10-14,163.36,163.82,162.25,163.4,2321896
2011-10-17,164.0,164.15,161.95,162.62,2500821
2011-10-18,160.0,162.03,158.31,161.84,3853760
2011-10-19,161.03,161.43,159.55,159.75,2432792
2011-10-20,157.51,158.41,156.05,157.77,4645951
2011-10-21,160.04,160.44,158.95,159.52,2724762
2011-10-24,160.55,161.32,160.24,161.02,2903865
2011-10-25,161.27,166.33,160.43,165.59,4852349
2011-10-26,167.1,168.05,166.42,167.31,4627436
2011-10-27,167.55,170.29,166.7,169.94,4574872
2011-10-28,169.64,169.94,168.76,169.62,1870520
2011-10-31,167.71,168.16,166.93,167.34,2309647
2011-11-01,164.13,167.41,163.61,167.41,4662385
2011-11-02,168.65,169.73,167.3,169.06,3173964
2011-11-03,171.24,172.03,169.92,171.72,5482088
2011-11-04,171.01,171.34,170.16,170.85,2287760
2011-11-07,172.85,175.0,172.74,174.98,5564727
2011-11-08,174.29,175.46,172.9,173.53,4018902
2011-11-09,174.27,174.81,171.63,172.07,2863924
2011-11-10,172.46,172.59,168.88,171.14,3188014
2011-11-11,172.16,174.05,172.07,173.96,2041000
2011-11-14,173.76,173.85,172.6,173.2,1236979
2011-11-15,173.35,173.81,171.91,173.36,2783732
2011-11-16,171.63,172.95,170.57,171.51,3488107
2011-11-17,170.08,170.3,166.41,167.07,5296863
2011-11-18,167.23,168.64,166.6,167.62,3577783
2011-11-21,166.58,166.71,162.08,163.5,4790520
2011-11-22,164.76,165.92,164.62,165.31,2507023
2011-11-23,,,,164.83,0
2011-11-25,163.29,165.18,163.29,163.4,1603199
2011-11-28,166.91,167.11,165.98,166.63,2675322
2011-11-29,166.4,167.32,166.1,166.88,2095431
2011-11-30,169.7,170.3,169.09,170.13,3103453
2011-12-01,169.86,170.56,168.59,169.64,2674855
2011-12-02,170.6,170.8,169.36,169.92,1869905
2011-12-05,169.04,169.95,167.07,167.32,3106771
2011-12-06,166.32,168.57,165.53,168.18,2120680
2011-12-07,168.85,169.52,167.76,169.34,2451044
2011-12-08,166.96,167.63,165.73,165.95,3084155
2011-12-09,166.42,167.32,166.12,166.4,2443676
2011-12-12,162.41,162.41,161.15,161.97,4158028
2011-12-13,161.87,163.19,157.76,158.45,6268612
2011-12-14,156.83,157.34,152.05,152.89,10249669
2011-12-15,154.75,154.77,151.72,152.33,4169190
2011-12-16,154.32,155.37,153.91,155.23,3458121
2011-12-19,155.5,155.85,154.39,154.85,2991579
2011-12-20,156.8,157.43,156.58,156.98,2237386
2011-12-21,157.0,157.53,156.15,157.16,3679708
2011-12-22,156.33,156.8,155.33,156.04,2053735
2011-12-23,,,,156.31,0
2011-12-27,155.06,155.52,154.54,154.91,1194778
2011-12-28,154.02,154.25,150.67,151.05,3725629
2011-12-29,149.1,150.72,148.28,150.34,4642737
2011-12-30,,,,151.99,0
2012-01-03,154.77,156.29,154.56,155.92,3118604
2012-01-04,155.46,157.36,155.34,156.71,2505706
2012-01-05,155.38,158.02,155.25,157.78,2303995
2012-01-06,158.54,158.63,156.4,157.2,2191886
2012-01-09,157.42,157.59,156.19,156.5,2396711
2012-01-10,158.93,159.47,158.48,158.64,1976499
2012-01-11,159.3,160.05,158.91,159.65,1767072
2012-01-12,161.0,161.61,159.84,160.38,2113076
2012-01-13,,,,159.26,0
2012-01-17,161.2,161.6,160.42,160.5,2536954
2012-01-18,160.0,161.64,159.68,161.6,2587661
2012-01-19,160.96,161.44,160.33,161.22,1945024
2012-01-20,160.5,162.09,160.31,162.07,3425641
2012-01-23,162.37,163.47,162.37,163.16,2313710
2012-01-24,161.81,162.36,161.54,162.01,1857089
2012-01-25,161.07,166.55,160.31,166.42,7113652
2012-01-26,168.04,168.3,167.06,167.27,4747747
2012-01-27,167.46,169.0,167.42,168.97,3035357
2012-01-30,168.19,168.53,167.75,168.03,2349223
2012-01-31,169.77,169.85,167.76,169.31,2653736
2012-02-01,169.72,170.17,169.09,169.56,1713473
2012-02-02,169.95,171.22,169.7,171.05,2417116
2012-02-03,169.92,170.14,167.51,167.66,4605147
2012-02-06,167.0,167.66,166.62,167.18,1763686
2012-02-07,167.43,170.09,167.15,169.7,2298283
2012-02-08,169.35,169.96,167.52,168.5,2430449
2012-02-09,170.0,170.37,167.72,168.02,3136441
2012-02-10,166.47,167.62,166.34,167.14,2165913
2012-02-13,167.31,167.94,166.76,167.51,1091672
2012-02-14,167.63,167.92,166.42,167.12,1460433
2012-02-15,168.65,168.75,167.2,168.09,2729943
2012-02-16,166.32,168.13,166.18,168.0,1952189
2012-02-17,168.32,168.33,166.88,167.37,1506397
2012-02-21,169.7,171.07,169.59,171.02,2861366
2012-02-22,170.43,173.17,170.19,172.94,3504221
2012-02-23,172.67,173.76,172.3,173.02,2265719
2012-02-24,172.63,173.04,172.0,172.25,2016945
2012-02-27,172.14,172.92,171.58,171.7,1771675
2012-02-28,172.85,174.0,172.61,173.49,2862647
2012-02-29,173.16,173.59,164.01,164.29,8338764
2012-03-01,166.14,167.71,165.75,166.56,5026334
2012-03-02,166.27,166.83,165.63,166.36,2188043
2012-03-05,165.71,165.9,164.55,165.65,2847725
2012-03-06,162.15,162.81,161.78,162.71,3954702
2012-03-07,162.79,164.02,162.51,163.63,1962022
2012-03-08,164.72,165.54,164.1,165.28,1898470
2012-03-09,163.64,166.57,163.25,166.4,3064132
2012-03-12,165.33,165.58,164.41,165.01,1394065
2012-03-13,163.98,165.38,161.45,162.13,4057760
2012-03-14,159.68,160.57,158.8,159.57,5979090
2012-03-15,159.71,161.95,159.29,161.08,2679994
2012-03-16,160.07,161.54,159.95,161.3,3144427
2012-03-19,160.86,162.29,160.73,161.59,1859655
2012-03-20,160.2,161.08,159.77,160.13,2623292
2012-03-21,160.61,161.48,160.15,160.21,1356977
2012-03-22,158.35,159.71,158.14,159.54,2425165
2012-03-23,160.87,161.88,160.53,161.53,2601747
2012-03-26,163.17,164.54,162.95,164.4,3068195
2012-03-27,164.52,164.89,163.13,163.24,2963823
2012-03-28,162.77,162.98,160.73,161.51,2056645
2012-03-29,161.16,161.45,159.81,161.28,2365465
2012-03-30,161.7,162.33,161.25,162.14,1837276
2012-04-02,161.99,163.56,161.83,162.94,1710895
2012-04-03,163.18,163.19,159.17,159.89,3631822
2012-04-04,157.73,158.03,156.59,157.17,3762116
2012-04-05,157.87,158.68,157.78,158.31,1975685
2012-04-09,159.73,160.0,158.91,159.37,1649234
2012-04-10,159.67,161.57,158.47,161.1,3008630
2012-04-11,161.17,161.51,160.74,161.04,2029449
2012-04-12,160.72,163.2,160.72,162.72,1794595
2012-04-13,162.46,162.46,160.17,160.85,2168753
2012-04-16,160.49,161.18,159.53,160.46,1333391
2012-04-17,160.53,160.95,158.75,160.27,1525374
2012-04-18,159.49,160.12,159.07,159.31,1486246
2012-04-19,160.0,160.62,159.03,159.43,1829198
2012-04-20,159.29,159.9,159.21,159.54,1323678
2012-04-23,158.2,159.18,157.88,159.07,1999512
2012-04-24,159.61,160.16,159.29,159.3,1107862
2012-04-25,159.5,159.96,157.76,159.62,2942533
2012-04-26,160.47,161.38,160.11,161.03,2211986
2012-04-27,161.78,161.96,161.19,161.38,1518153
2012-04-30,160.47,161.88,160.32,161.88,1617729
2012-05-01,162.11,162.18,160.91,161.32,1336422
2012-05-02,160.71,160.78,159.76,160.6,1310382
2012-05-03,159.15,159.4,158.37,158.97,2435735
2012-05-04,158.81,159.96,158.57,159.47,2506535
2012-05-07,159.32,159.34,158.46,159.08,888527
2012-05-08,156.55,156.71,154.92,156.0,3700718
2012-05-09,154.15,154.97,153.6,154.47,3054052
2012-05-10,155.15,155.57,154.64,154.76,1649501
2012-05-11,153.45,154.47,153.26,153.57,1888486
2012-05-14,151.61,152.03,151.0,151.33,3028681
2012-05-15,151.15,151.44,149.63,149.74,3101883
2012-05-16,149.45,150.7,148.6,149.46,3557116
2012-05-17,150.83,153.39,150.39,152.8,4143395
2012-05-18,154.45,155.11,153.98,154.55,2889616
2012-05-21,154.13,154.94,153.86,154.65,1780637
2012-05-22,153.62,154.4,151.55,152.08,2316648
2012-05-23,151.48,151.83,148.84,151.62,4786772
2012-05-24,152.72,152.91,150.62,151.41,2615375
2012-05-25,151.88,152.84,151.64,152.68,1612833
2012-05-29,153.5,153.62,150.25,151.02,3002943
2012-05-30,149.76,152.37,148.61,151.88,4486342
2012-05-31,152.01,152.71,150.63,151.62,2682646
2012-06-01,155.38,158.28,154.88,157.5,7097940
2012-06-04,157.26,157.44,156.16,157.32,3340321
2012-06-05,156.94,157.27,156.42,157.14,2106634
2012-06-06,158.94,159.2,156.59,157.21,3684577
2012-06-07,157.78,157.84,153.23,154.5,5503291
2012-06-08,153.05,154.83,153.02,154.73,3122578
2012-06-11,154.83,155.4,153.55,155.36,2508506
2012-06-12,155.49,157.04,155.45,156.45,2198127
2012-06-13,157.61,157.64,156.42,157.14,3052490
2012-06-14,157.71,157.94,156.25,157.75,2893776
2012-06-15,157.75,158.45,157.42,157.84,3171420
2012-06-18,157.49,158.2,156.54,157.93,1536186
2012-06-19,158.0,158.14,156.97,157.16,1338885
2012-06-20,156.0,157.36,154.26,155.97,3799447
2012-06-21,153.71,154.22,151.81,152.0,3819725
2012-06-22,152.0,152.7,151.22,152.64,1609631
2012-06-25,152.61,154.15,152.26,153.76,1713136
2012-06-26,153.02,153.3,152.13,152.62,1828756
2012-06-27,153.3,153.44,152.15,152.83,1386272
2012-06-28,151.9,152.14,150.16,151.05,2046334
2012-06-29,155.08,155.95,154.52,155.19,3122708
2012-07-02,154.65,155.53,154.35,155.09,915862
2012-07-03,156.96,157.7,156.8,157.46,1037706
2012-07-05,155.42,156.4,155.11,155.68,1663801
2012-07-06,154.24,154.49,152.96,153.72,2280468
2012-07-09,153.65,154.57,153.44,154.04,948258
2012-07-10,155.1,155.15,151.79,152.15,2619481
2012-07-11,152.58,153.44,152.02,152.99,2067294
2012-07-12,151.24,153.05,150.86,152.54,2937930
2012-07-13,153.44,154.93,153.44,154.14,1486143
2012-07-16,154.43,154.75,153.99,154.21,906101
2012-07-17,154.03,154.5,152.46,153.47,3103286
2012-07-18,152.67,153.6,152.4,153.05,1729089
2012-07-19,153.74,154.29,152.93,153.38,1309858
2012-07-20,152.96,154.0,152.75,153.67,1356003
2012-07-23,152.5,153.33,152.29,153.03,1276058
2012-07-24,153.63,153.8,152.2,153.52,2183358
2012-07-25,155.3,156.29,155.06,155.67,2893159
2012-07-26,156.73,157.26,156.05,156.77,2030147
2012-07-27,157.65,157.96,156.66,157.61,2612491
2012-07-30,156.86,157.65,155.51,157.43,1800193
2012-07-31,157.59,157.72,156.27,156.54,2326250
2012-08-01,155.18,155.78,154.41,155.14,2860312
2012-08-02,154.68,155.12,153.61,154.13,3002767
2012-08-03,154.65,155.89,154.43,155.55,2388573
2012-08-06,155.94,156.71,155.74,156.3,1049753
2012-08-07,156.37,156.63,156.02,156.32,1081262
2012-08-08,156.49,156.86,156.26,156.45,976933
2012-08-09,156.35,156.99,156.29,156.99,593514
2012-08-10,156.88,157.82,156.66,157.22,1208510
2012-08-13,157.05,157.45,155.9,155.99,1144247
2012-08-14,155.06,155.57,154.84,155.13,1184078
2012-08-15,155.32,155.81,155.28,155.63,1370982
2012-08-16,155.85,157.09,155.51,156.56,1311199
2012-08-17,157.02,157.07,156.27,156.72,1613780
2012-08-20,156.53,157.39,156.49,157.26,1240695
2012-08-21,158.79,159.2,158.69,158.83,2446612
2012-08-22,159.2,160.63,158.51,160.54,2875333
2012-08-23,161.44,162.45,161.23,161.91,3378668
2012-08-24,161.9,162.33,161.34,161.96,1950200
2012-08-27,161.77,162.29,161.34,161.36,1341501
2012-08-28,161.61,162.19,161.3,161.64,1190825
2012-08-29,161.59,161.67,160.18,160.59,1681346
2012-08-30,161.26,161.29,160.01,160.52,1532193
2012-08-31,161.14,164.22,159.56,164.22,4998993
2012-09-04,164.08,164.75,163.66,164.48,3076445
2012-09-05,164.14,164.38,163.82,164.31,2308276
2012-09-06,165.19,165.78,164.81,164.9,3224778
2012-09-07,167.76,169.0,167.37,168.44,4473850
2012-09-10,167.84,168.13,167.23,167.29,1849954
2012-09-11,168.19,168.53,167.79,167.9,1777381
2012-09-12,168.87,168.87,167.25,167.92,2530504
2012-09-13,167.87,171.91,166.3,171.33,6204496
2012-09-14,171.89,172.22,171.31,171.8,3754754
2012-09-17,171.79,171.96,170.08,170.4,2553979
2012-09-18,170.8,171.95,170.67,171.71,2040869
2012-09-19,171.86,172.03,171.2,171.74,1981776
2012-09-20,171.06,171.68,170.24,171.47,1882204
2012-09-21,172.9,173.18,171.54,171.96,3203719
2012-09-24,170.67,171.36,170.57,171.08,1862646
2012-09-25,171.78,172.1,170.5,170.73,2481196
2012-09-26,169.45,170.05,168.35,169.81,2948128
2012-09-27,171.06,172.59,170.76,172.36,2108144
2012-09-28,172.04,172.48,171.34,172.02,2768179
2012-10-01,172.74,173.62,171.77,172.35,3683992
2012-10-02,172.5,172.7,171.64,172.1,1702918
2012-10-03,172.51,172.61,171.89,172.41,1396138
2012-10-04,173.24,174.07,172.93,173.61,3085327
2012-10-05,172.87,173.37,172.01,172.62,2473142
2012-10-08,171.75,172.28,171.68,172.05,1011059
2012-10-09,171.86,172.17,170.56,170.99,2078945
2012-10-10,170.54,171.34,170.3,170.84,1802836
2012-10-11,171.26,171.95,171.13,171.32,1370045
2012-10-12,171.17,171.41,169.82,170.05,2276768
2012-10-15,168.99,169.09,167.54,168.35,3080606
2012-10-16,168.84,169.45,168.67,169.42,1341182
2012-10-17,169.23,169.94,168.92,169.54,1180182
2012-10-18,168.81,169.3,168.59,168.77,1796838
2012-10-19,168.43,168.45,166.23,166.94,3158881
2012-10-22,167.09,167.62,167.06,167.58,1684744
2012-10-23,166.06,166.06,165.13,165.42,2552689
2012-10-24,165.79,165.83,164.6,164.86,2871476
2012-10-25,166.32,166.52,165.77,166.02,1557400
2012-10-26,166.25,166.6,165.77,165.94,1064319
2012-10-31,166.49,167.28,166.38,166.86,889839
2012-11-01,167.0,167.04,166.04,166.08,1576808
2012-11-02,164.46,164.47,162.3,162.6,3061990
2012-11-05,163.09,163.41,162.83,163.23,1200842
2012-11-06,163.9,166.77,163.63,166.4,3557012
2012-11-07,166.92,167.12,165.04,166.49,3050033
2012-11-08,166.15,168.15,166.12,167.98,1895155
2012-11-09,168.26,168.53,167.56,167.82,1717016
2012-11-12,168.12,168.28,167.21,167.43,1107029
2012-11-13,166.67,167.93,166.64,167.1,1505692
2012-11-14,167.48,168.04,166.79,167.14,1413791
2012-11-15,167.0,167.02,165.18,166.08,2192419
2012-11-16,165.76,166.35,165.48,165.88,1475600
2012-11-19,167.74,168.16,167.39,167.9,1529022
2012-11-20,167.78,168.0,166.85,167.39,1230573
2012-11-21,167.19,167.82,166.97,167.56,3811125
2012-11-23,167.97,170.01,167.8,169.61,6110069
2012-11-26,169.56,169.73,169.25,169.43,5377750
2012-11-27,169.14,169.4,168.62,168.71,7320515
2012-11-28,165.43,166.84,165.38,166.55,12881772
2012-11-29,167.14,167.5,166.85,167.18,7447145
2012-11-30,166.94,167.22,165.53,166.05,8414250
2012-12-03,166.11,166.92,166.04,166.13,6364533
2012-12-04,164.06,164.83,163.87,164.42,10212309
2012-12-05,164.22,164.5,163.2,164.12,10649108
2012-12-06,163.72,165.0,163.53,164.5,7301571
2012-12-07,164.88,165.22,164.6,165.16,7290613
2012-12-10,166.11,166.16,165.72,165.8,4649159
2012-12-11,165.45,165.66,165.12,165.65,4725750
2012-12-12,166.2,166.94,165.36,165.77,14172339
2012-12-13,163.86,164.9,163.78,164.37,9333254
2012-12-14,164.17,164.48,164.02,164.13,5352140
2012-12-17,164.16,164.62,164.13,164.44,8177388
2012-12-18,164.35,164.43,160.9,162.08,24000528
2012-12-19,161.31,162.22,161.11,161.69,12995517
2012-12-20,159.87,160.12,158.39,159.73,25148775
2012-12-21,159.82,160.76,159.78,160.33,13445841
2012-12-24,160.88,160.96,160.47,160.62,3699741
2012-12-26,161.36,161.48,160.64,160.78,4967628
2012-12-27,160.23,161.31,160.05,161.16,8938697
