Date,Open,High,Low,Close,Volume
2012-12-28,160.94,160.97,160.15,160.54,6854193
2012-12-31,160.9,162.75,160.77,162.02,11789684
2013-01-02,163.49,164.14,163.14,163.17,10436878
2013-01-03,162.48,162.88,160.83,161.2,16117494
2013-01-04,159.52,160.64,158.89,160.44,19179855
2013-01-07,159.36,159.96,159.15,159.43,9362473
2013-01-08,160.46,160.99,160.01,160.56,7696233
2013-01-09,160.77,160.83,159.9,160.49,8337073
2013-01-10,161.61,162.56,161.61,161.98,11432561
2013-01-11,161.86,161.9,160.11,161.06,13676627
2013-01-14,161.88,161.97,161.13,161.54,7289790
2013-01-15,162.8,163.17,162.36,162.56,10085279
2013-01-16,162.42,163.03,162.15,162.65,9219229
2013-01-17,161.94,164.4,161.83,163.35,14913402
2013-01-18,163.95,163.97,163.02,163.09,10038832
2013-01-22,163.48,164.22,163.37,163.67,8590883
2013-01-23,163.92,163.95,163.0,163.21,6698624
2013-01-24,161.98,162.27,161.18,161.42,13191991
2013-01-25,160.56,161.04,160.31,160.65,9037761
2013-01-28,160.24,160.73,160.02,160.29,8497269
2013-01-29,161.01,161.31,160.69,160.99,7366469
2013-01-30,162.68,163.04,162.03,162.19,12015935
2013-01-31,161.62,161.81,160.47,161.2,9336017
2013-02-01,162.66,162.77,160.87,161.45,12904577
2013-02-04,161.19,162.42,161.15,162.0,7360341
2013-02-05,162.75,162.8,161.33,161.96,8979388
2013-02-06,162.13,162.63,161.99,162.39,6147987
2013-02-07,161.24,162.96,161.13,161.84,12828577
2013-02-08,161.46,162.02,161.2,161.57,6086536
2013-02-11,159.78,159.98,159.25,159.7,12147328
2013-02-12,159.35,160.05,158.88,159.89,7632726
2013-02-13,159.6,159.64,158.77,159.05,8962733
2013-02-14,159.31,159.65,158.04,158.35,12415060
2013-02-15,156.42,156.58,154.56,155.76,23374857
2013-02-19,155.8,155.84,154.93,155.33,11809396
2013-02-20,153.9,153.93,150.84,151.44,30923937
2013-02-21,152.0,153.41,151.9,152.62,17970034
2013-02-22,152.26,152.99,151.93,152.97,10093910
2013-02-25,153.52,154.56,153.31,154.34,9488190
2013-02-26,154.39,156.8,153.32,156.22,18182736
2013-02-27,155.46,155.6,154.08,154.57,9604799
2013-02-28,154.09,154.16,152.39,153.0,14866488
2013-03-01,153.16,153.61,152.14,152.44,11179550
2013-03-04,152.45,152.74,151.87,152.3,6643752
2013-03-05,153.1,153.39,152.11,152.38,10805639
2013-03-06,152.17,153.38,151.65,153.23,10862679
2013-03-07,153.02,153.21,152.4,152.69,6593847
2013-03-08,151.61,153.29,151.4,152.71,11860089
2013-03-11,152.82,153.06,152.65,152.99,4810698
2013-03-12,154.07,154.69,153.9,154.19,7265976
2013-03-13,154.26,154.6,153.42,153.66,7436946
2013-03-14,153.02,154.17,153.01,153.68,11420238
2013-03-15,154.12,154.72,153.97,154.0,5701573
2013-03-18,155.7,155.93,155.0,155.38,9303073
2013-03-19,155.22,156.34,155.1,156.08,11027603
2013-03-20,155.53,155.83,154.88,155.37,8221933
2013-03-21,156.17,156.43,155.88,156.25,4992610
2013-03-22,155.45,155.99,155.42,155.55,4746376
2013-03-25,154.71,155.57,154.36,155.24,6820543
2013-03-26,154.47,154.91,154.28,154.72,7389042
2013-03-27,154.67,155.62,154.51,155.36,6718518
2013-03-28,154.5,154.8,154.22,154.47,6851500
2013-04-01,154.57,154.93,154.3,154.67,4289036
2013-04-02,153.09,153.31,152.26,152.43,9398854
2013-04-03,152.02,152.53,149.92,150.73,15740715
2013-04-04,149.65,150.6,149.44,150.29,12429897
2013-04-05,151.54,152.96,151.07,152.81,14491938
2013-04-08,151.64,152.59,151.6,152.16,6246884
2013-04-09,152.32,153.85,152.28,153.34,7047106
2013-04-10,152.67,152.71,150.58,150.75,18515671
2013-04-11,150.76,151.71,150.63,151.05,8063117
2013-04-12,148.65,148.85,143.43,143.95,55601767
2013-04-15,136.0,136.75,130.51,131.31,93804143
2013-04-16,134.9,135.11,131.76,132.8,45650754
2013-04-17,133.81,134.95,132.32,132.87,25444017
2013-04-18,134.12,135.31,133.62,134.3,20044070
2013-04-19,136.0,136.02,134.6,135.47,15666375
2013-04-22,138.15,138.27,137.22,137.9,16572848
2013-04-23,137.22,137.24,135.85,136.88,14650666
2013-04-24,138.09,138.55,137.45,138.37,10372520
2013-04-25,140.0,142.08,139.78,141.63,18895395
2013-04-26,142.3,143.43,140.04,140.91,19313588
2013-04-29,142.14,142.66,141.48,142.3,11006186
2013-04-30,142.27,142.83,141.55,142.77,11287217
2013-05-01,140.59,141.55,139.3,141.11,13939146
2013-05-02,142.0,142.47,141.64,141.92,11504268
2013-05-03,141.7,142.71,141.4,142.09,11671919
2013-05-06,142.33,142.46,141.63,142.15,7734080
2013-05-07,140.38,140.64,139.37,140.38,13630084
2013-05-08,141.78,142.81,141.49,142.46,11163083
2013-05-09,141.33,142.36,140.51,140.81,8265283
2013-05-10,138.22,139.75,137.26,139.6,14657797
2013-05-13,138.46,138.97,138.16,138.43,6719359
2013-05-14,137.95,139.16,137.64,137.81,9897149
2013-05-15,136.59,136.98,134.23,134.63,19068467
2013-05-16,133.18,134.48,133.0,134.09,12761978
2013-05-17,133.17,133.48,131.02,131.07,20349768
2013-05-20,130.88,135.32,130.85,135.12,21593907
2013-05-21,132.17,133.65,131.45,132.88,14542459
2013-05-22,134.18,136.77,130.95,131.94,25982357
2013-05-23,134.51,134.84,133.12,134.61,10272774
2013-05-24,134.11,134.51,133.64,133.76,5522984
2013-05-28,133.68,135.57,132.8,133.49,12466648
2013-05-29,134.09,134.91,133.64,134.83,8765194
2013-05-30,136.67,137.11,136.26,136.7,8612081
2013-05-31,135.71,136.05,133.89,133.92,9726565
2013-06-03,134.77,136.98,134.43,136.51,9176632
2013-06-04,135.21,135.44,134.27,135.23,5506215
2013-06-05,135.47,136.37,135.01,135.52,7444993
2013-06-06,135.39,137.62,134.98,136.53,9848311
2013-06-07,134.11,134.62,133.18,133.28,11057790
2013-06-10,133.3,134.28,132.99,133.94,6142740
2013-06-11,132.31,133.51,132.24,133.25,7156656
2013-06-12,132.95,134.83,132.83,134.25,6552182
2013-06-13,133.31,134.2,132.82,133.74,7164767
2013-06-14,134.0,134.6,133.88,134.43,4274220
2013-06-17,133.89,134.06,133.52,133.77,4077112
2013-06-18,132.72,132.96,131.53,132.13,7381824
2013-06-19,132.58,133.15,130.38,130.59,13017729
2013-06-20,125.22,126.38,123.33,123.6,28872053
2013-06-21,125.16,125.57,124.46,125.05,16600184
2013-06-24,124.31,124.7,123.31,123.93,12751715
2013-06-25,123.65,123.9,122.88,123.47,9373477
2013-06-26,119.88,119.9,118.06,118.28,24748762
2013-06-27,119.1,119.51,115.65,115.94,30001808
2013-06-28,115.22,119.33,114.68,119.11,32986544
2013-07-01,119.94,121.95,119.38,121.13,15952483
2013-07-02,121.34,121.47,119.78,120.05,10553431
2013-07-03,120.7,121.77,120.54,120.74,6750238
2013-07-05,118.08,118.18,116.74,118.09,11593512
2013-07-08,119.09,119.66,118.93,119.51,8654731
2013-07-09,120.84,121.51,120.05,120.62,8203008
2013-07-10,121.15,122.35,120.59,120.95,14697064
2013-07-11,124.26,124.36,123.47,124.24,11282193
2013-07-12,123.52,124.3,123.32,124.13,6584026
2013-07-15,124.08,124.39,123.84,124.18,4134878
2013-07-16,124.76,125.21,124.33,124.89,5579678
2013-07-17,125.04,125.7,122.73,123.32,10887041
2013-07-18,124.11,124.52,123.78,124.01,6152047
2013-07-19,124.89,125.42,124.65,125.11,5768261
2013-07-22,127.65,129.46,127.59,128.84,10858299
2013-07-23,128.7,130.14,128.35,129.71,8826014
2013-07-24,129.17,129.4,126.87,127.48,9979036
2013-07-25,127.7,128.87,127.64,128.67,4725104
2013-07-26,128.11,128.97,126.78,128.78,6149386
2013-07-29,128.45,128.78,128.25,128.47,3558052
2013-07-30,127.95,128.31,127.22,128.12,4489261
2013-07-31,127.76,128.92,126.13,127.96,16016251
2013-08-01,127.84,127.89,126.33,126.61,10564258
2013-08-02,126.74,127.25,126.32,126.36,6466232
2013-08-05,126.51,126.64,125.34,125.7,4007090
2013-08-06,124.33,124.55,123.55,123.97,6021417
2013-08-07,124.0,124.6,123.85,124.15,5306329
2013-08-08,124.78,126.99,124.77,126.86,8661287
2013-08-09,126.51,127.27,126.3,126.86,6194029
2013-08-12,129.57,129.71,128.88,129.13,7422561
2013-08-13,128.49,128.65,127.38,127.74,7339540
2013-08-14,127.66,129.07,127.57,129.0,8713159
2013-08-15,128.06,132.36,127.98,131.69,17226250
2013-08-16,132.56,133.27,131.39,132.58,14447036
2013-08-19,132.33,132.5,131.59,132.01,8120303
2013-08-20,132.03,133.13,132.02,132.45,7809099
2013-08-21,131.74,133.23,131.51,132.07,10726614
2013-08-22,132.56,133.46,132.27,132.81,5742699
2013-08-23,132.58,135.24,132.5,134.9,11623318
2013-08-26,134.88,135.6,134.15,135.45,7692077
2013-08-27,136.94,137.55,136.52,136.75,11283235
2013-08-28,137.21,137.46,136.66,136.71,13652143
2013-08-29,136.12,136.55,135.42,135.87,7943156
2013-08-30,134.65,135.71,134.44,134.62,7689483
2013-09-03,135.46,136.79,135.02,136.42,8101531
2013-09-04,134.61,134.84,133.72,134.66,7789181
2013-09-05,134.13,134.35,131.8,132.2,11126269
2013-09-06,133.42,134.4,133.33,134.15,8449142
2013-09-09,134.13,134.32,133.67,133.91,5090471
2013-09-10,131.82,132.0,131.11,131.74,8433006
2013-09-11,131.58,131.81,131.26,131.7,5028303
2013-09-12,128.62,128.78,127.61,127.67,12943984
2013-09-13,127.16,127.96,126.21,127.82,12060317
2013-09-16,127.48,128.02,126.34,126.45,9987682
2013-09-17,126.81,126.99,126.11,126.5,8135454
2013-09-18,125.32,132.16,125.15,132.01,24825331
2013-09-19,132.0,132.78,131.22,131.75,14353863
2013-09-20,130.6,130.91,127.9,127.96,19558103
2013-09-23,127.52,128.44,127.33,127.55,7425634
2013-09-24,126.4,128.21,126.34,127.66,7350109
2013-09-25,127.57,129.21,127.52,128.79,7519080
2013-09-26,128.61,128.99,127.32,127.79,9492821
2013-09-27,128.86,129.58,128.84,128.97,7454162
2013-09-30,127.95,129.14,127.7,128.18,8982403
2013-10-01,125.25,125.26,123.81,124.59,16721143
2013-10-02,125.37,127.81,125.34,127.06,11997201
2013-10-03,126.77,127.69,126.22,127.18,11632916
2013-10-04,127.05,127.15,126.0,126.53,6924926
2013-10-07,127.25,128.33,127.12,127.64,6737848
2013-10-08,127.79,128.45,127.21,127.4,6999743
2013-10-09,126.21,126.89,124.97,126.11,10707749
2013-10-10,125.34,125.83,124.1,124.27,10523560
2013-10-11,122.37,122.81,121.85,122.6,15972630
2013-10-14,123.9,124.24,122.81,122.83,6118213
2013-10-15,122.28,124.36,122.22,123.73,8384160
2013-10-16,123.52,123.89,122.51,123.54,8525277
2013-10-17,127.01,127.86,126.81,127.42,11785088
2013-10-18,126.87,127.33,126.6,126.85,5350480
2013-10-21,127.13,127.34,126.79,126.98,3395173
2013-10-22,128.25,129.81,128.22,129.34,8852593
2013-10-23,128.55,129.09,128.35,128.69,5099155
2013-10-24,129.41,130.53,129.41,129.9,10225798
2013-10-25,129.53,130.92,129.46,130.46,8771039
2013-10-28,130.41,131.44,130.1,130.56,6817414
2013-10-29,130.16,130.59,129.57,129.77,5334537
2013-10-30,130.83,131.22,128.81,129.6,8895989
2013-10-31,128.04,128.49,127.3,127.74,7753276
2013-11-01,126.86,127.17,126.05,126.95,9571847
2013-11-04,127.18,127.52,126.74,126.81,3819272
2013-11-05,126.71,126.86,126.0,126.56,4942373
2013-11-06,127.11,127.36,126.92,127.2,3544927
2013-11-07,126.14,126.85,125.86,126.16,7700172
2013-11-08,124.46,124.46,123.62,124.28,8427259
2013-11-11,123.92,123.97,123.66,123.87,3277698
2013-11-12,123.51,123.87,121.73,122.45,7705623
2013-11-13,122.97,123.24,122.39,122.85,5966976
2013-11-14,123.92,124.91,123.88,124.27,7669667
2013-11-15,124.16,124.52,124.07,124.32,4664240
